,TEAM,MATCH UP,GAME DATE,MIN,EFG%,FTA RATE,TOV%,TOV,OREB%,OPP_EFG%,OPP_FTA RATE,OPP_TOV%,OPP_TOV,OPP_OREB%,OPP,Home/Away,REST,PTS,OPP_PTS,+/-,WIN,OPP_REST
161,SAS,SAS vs. LAC,11/5/16,48,0.473,0.338,0.161,16.1,0.171,0.566,0.154,0.091,9.1,0.175,LAC,1,1,92,116,-24,0,1
162,DET,DET vs. DEN,11/5/16,48,0.518,0.262,0.142,14.2,0.22,0.367,0.213,0.156,15.6,0.296,DEN,1,3,103,86,17,1,2
163,ATL,ATL vs. HOU,11/5/16,48,0.576,0.282,0.195,19.5,0.295,0.506,0.153,0.248,24.8,0.279,HOU,1,1,112,97,15,1,3
164,LAC,LAC @ SAS,11/5/16,48,0.566,0.154,0.091,9.1,0.175,0.473,0.338,0.161,16.1,0.171,SAS,0,1,116,92,24,1,1
165,OKC,OKC vs. MIN,11/5/16,48,0.564,0.279,0.123,12.3,0.314,0.417,0.345,0.176,17.6,0.362,MIN,1,2,112,92,20,1,2
166,IND,IND vs. CHI,11/5/16,48,0.605,0.14,0.126,12.6,0.229,0.468,0.316,0.189,18.9,0.317,CHI,1,2,111,94,17,1,1
167,CHI,CHI @ IND,11/5/16,48,0.468,0.316,0.189,18.9,0.317,0.605,0.14,0.126,12.6,0.229,IND,0,1,94,111,-17,0,2
168,SAC,SAC @ MIL,11/5/16,48,0.452,0.226,0.159,15.9,0.265,0.585,0.305,0.183,18.3,0.425,MIL,0,2,91,117,-26,0,2
169,CLE,CLE @ PHI,11/5/16,48,0.484,0.198,0.154,15.4,0.216,0.54,0.138,0.163,16.3,0.116,PHI,0,2,102,101,1,1,3
170,HOU,HOU @ ATL,11/5/16,48,0.506,0.153,0.248,24.8,0.279,0.576,0.282,0.195,19.5,0.295,ATL,0,3,97,112,-15,0,1
171,MIN,MIN @ OKC,11/5/16,48,0.417,0.345,0.176,17.6,0.362,0.564,0.279,0.123,12.3,0.314,OKC,0,2,92,112,-20,0,2
172,BOS,BOS vs. DEN,11/6/16,48,0.5,0.233,0.12,12,0.224,0.589,0.369,0.169,16.9,0.243,DEN,1,3,107,123,-16,0,1
173,PHX,PHX @ LAL,11/6/16,48,0.473,0.308,0.163,16.3,0.224,0.511,0.389,0.174,17.4,0.341,LAL,0,2,108,119,-11,0,2
174,DEN,DEN @ BOS,11/6/16,48,0.589,0.369,0.169,16.9,0.243,0.5,0.233,0.12,12,0.224,BOS,0,1,123,107,16,1,3
175,DAL,DAL vs. MIL,11/6/16,53,0.426,0.136,0.161,16.1,0.192,0.402,0.146,0.256,25.6,0.2,MIL,1,2,86,75,11,1,1
176,TOR,TOR vs. SAC,11/6/16,48,0.399,0.369,0.066,6.6,0.277,0.468,0.397,0.123,12.3,0.302,SAC,1,2,91,96,-5,0,1
177,LAL,LAL vs. PHX,11/6/16,48,0.511,0.389,0.174,17.4,0.341,0.473,0.308,0.163,16.3,0.224,PHX,1,2,119,108,11,1,2
178,MIL,MIL @ DAL,11/6/16,53,0.402,0.146,0.256,25.6,0.2,0.426,0.136,0.161,16.1,0.192,DAL,0,1,75,86,-11,0,2
179,UTA,UTA @ NYK,11/6/16,48,0.56,0.467,0.117,11.7,0.194,0.554,0.229,0.138,13.8,0.27,NYK,0,2,114,109,5,1,2
180,NYK,NYK vs. UTA,11/6/16,48,0.554,0.229,0.138,13.8,0.27,0.56,0.467,0.117,11.7,0.194,UTA,1,2,109,114,-5,0,2
181,MEM,MEM vs. POR,11/6/16,48,0.42,0.395,0.135,13.5,0.273,0.549,0.38,0.161,16.1,0.135,POR,1,2,94,100,-6,0,2
182,POR,POR @ MEM,11/6/16,48,0.549,0.38,0.161,16.1,0.135,0.42,0.395,0.135,13.5,0.273,MEM,0,2,100,94,6,1,2
183,SAC,SAC @ TOR,11/6/16,48,0.468,0.397,0.123,12.3,0.302,0.399,0.369,0.066,6.6,0.277,TOR,0,1,96,91,5,1,2
184,OKC,OKC vs. MIA,11/7/16,48,0.488,0.2,0.179,17.9,0.256,0.393,0.262,0.128,12.8,0.245,MIA,1,2,97,85,12,1,3
185,HOU,HOU @ WAS,11/7/16,48,0.627,0.228,0.182,18.2,0.171,0.468,0.213,0.156,15.6,0.34,WAS,0,2,114,106,8,1,2
186,WAS,WAS vs. HOU,11/7/16,48,0.468,0.213,0.156,15.6,0.34,0.627,0.228,0.182,18.2,0.171,HOU,1,2,106,114,-8,0,2
187,CHA,CHA vs. IND,11/7/16,48,0.56,0.381,0.112,11.2,0.07,0.473,0.16,0.169,16.9,0.231,IND,1,3,122,100,22,1,2
188,PHI,PHI vs. UTA,11/7/16,48,0.448,0.286,0.188,18.8,0.205,0.571,0.235,0.107,10.7,0.233,UTA,1,2,84,109,-25,0,1
189,GSW,GSW vs. NOP,11/7/16,48,0.589,0.133,0.15,15,0.238,0.531,0.338,0.198,19.8,0.282,NOP,1,3,116,106,10,1,3
190,DET,DET @ LAC,11/7/16,48,0.39,0.317,0.118,11.8,0.2,0.625,0.289,0.125,12.5,0.067,LAC,0,2,82,114,-32,0,2
191,UTA,UTA @ PHI,11/7/16,48,0.571,0.235,0.107,10.7,0.233,0.448,0.286,0.188,18.8,0.205,PHI,0,1,109,84,25,1,2
192,NOP,NOP @ GSW,11/7/16,48,0.531,0.338,0.198,19.8,0.282,0.589,0.133,0.15,15,0.238,GSW,0,3,106,116,-10,0,3
193,LAC,LAC vs. DET,11/7/16,48,0.625,0.289,0.125,12.5,0.067,0.39,0.317,0.118,11.8,0.2,DET,1,2,114,82,32,1,2
194,CHI,CHI vs. ORL,11/7/16,48,0.489,0.348,0.093,9.3,0.313,0.441,0.071,0.155,15.5,0.128,ORL,1,2,112,80,32,1,2
195,ORL,ORL @ CHI,11/7/16,48,0.441,0.071,0.155,15.5,0.128,0.489,0.348,0.093,9.3,0.313,CHI,0,2,80,112,-32,0,2
196,IND,IND @ CHA,11/7/16,48,0.473,0.16,0.169,16.9,0.231,0.56,0.381,0.112,11.2,0.07,CHA,0,2,100,122,-22,0,3
197,MIA,MIA @ OKC,11/7/16,48,0.393,0.262,0.128,12.8,0.245,0.488,0.2,0.179,17.9,0.256,OKC,0,3,85,97,-12,0,2
198,CLE,CLE vs. ATL,11/8/16,48,0.429,0.253,0.058,5.8,0.25,0.574,0.296,0.191,19.1,0.297,ATL,1,3,106,110,-4,0,3
199,DEN,DEN @ MEM,11/8/16,48,0.571,0.486,0.218,21.8,0.2,0.552,0.221,0.139,13.9,0.195,MEM,0,2,107,108,-1,0,2
200,ATL,ATL @ CLE,11/8/16,48,0.574,0.296,0.191,19.1,0.297,0.429,0.253,0.058,5.8,0.25,CLE,0,3,110,106,4,1,3
201,BKN,BKN vs. MIN,11/8/16,48,0.632,0.342,0.203,20.3,0.161,0.489,0.304,0.16,16,0.283,MIN,1,4,119,110,9,1,3
202,NOP,NOP @ SAC,11/8/16,48,0.482,0.214,0.115,11.5,0.171,0.531,0.247,0.105,10.5,0.132,SAC,0,1,94,102,-8,0,2
203,MEM,MEM vs. DEN,11/8/16,48,0.552,0.221,0.139,13.9,0.195,0.571,0.486,0.218,21.8,0.2,DEN,1,2,108,107,1,1,2
204,SAC,SAC vs. NOP,11/8/16,48,0.531,0.247,0.105,10.5,0.132,0.482,0.214,0.115,11.5,0.171,NOP,1,2,102,94,8,1,1
205,PHX,PHX @ POR,11/8/16,48,0.541,0.384,0.158,15.8,0.349,0.642,0.346,0.188,18.8,0.212,POR,0,2,121,124,-3,0,2
206,POR,POR vs. PHX,11/8/16,48,0.642,0.346,0.188,18.8,0.212,0.541,0.384,0.158,15.8,0.349,PHX,1,2,124,121,3,1,2
207,MIN,MIN @ BKN,11/8/16,48,0.489,0.304,0.16,16,0.283,0.632,0.342,0.203,20.3,0.161,BKN,0,3,110,119,-9,0,4
208,LAL,LAL vs. DAL,11/8/16,48,0.551,0.179,0.182,18.2,0.216,0.585,0.183,0.12,12,0.216,DAL,1,2,97,109,-12,0,2
209,DAL,DAL @ LAL,11/8/16,48,0.585,0.183,0.12,12,0.216,0.551,0.179,0.182,18.2,0.216,LAL,0,2,109,97,12,1,2
210,TOR,TOR @ OKC,11/9/16,48,0.584,0.265,0.132,13.2,0.2,0.5,0.419,0.215,21.5,0.282,OKC,0,3,112,102,10,1,2
211,MIN,MIN @ ORL,11/9/16,48,0.592,0.299,0.073,7.3,0.27,0.494,0.353,0.095,9.5,0.255,ORL,0,1,123,107,16,1,2
212,POR,POR @ LAC,11/9/16,48,0.386,0.159,0.144,14.4,0.212,0.5,0.379,0.074,7.4,0.28,LAC,0,1,80,111,-31,0,2
213,ATL,ATL vs. CHI,11/9/16,48,0.56,0.325,0.219,21.9,0.361,0.5,0.231,0.132,13.2,0.186,CHI,1,1,115,107,8,1,2
214,GSW,GSW vs. DAL,11/9/16,48,0.696,0.297,0.16,16,0.147,0.43,0.326,0.076,7.6,0.277,DAL,1,2,116,95,21,1,1
215,LAC,LAC vs. POR,11/9/16,48,0.5,0.379,0.074,7.4,0.28,0.386,0.159,0.144,14.4,0.212,POR,1,2,111,80,31,1,1
216,HOU,HOU @ SAS,11/9/16,48,0.538,0.282,0.201,20.1,0.216,0.435,0.357,0.103,10.3,0.213,SAS,0,2,101,99,2,1,4
217,SAS,SAS vs. HOU,11/9/16,48,0.435,0.357,0.103,10.3,0.213,0.538,0.282,0.201,20.1,0.216,HOU,1,4,99,101,-2,0,2
218,IND,IND vs. PHI,11/9/16,53,0.594,0.222,0.148,14.8,0.175,0.558,0.2,0.154,15.4,0.217,PHI,1,2,122,115,7,1,2
219,DET,DET @ PHX,11/9/16,48,0.41,0.36,0.113,11.3,0.188,0.5,0.357,0.171,17.1,0.238,PHX,0,2,100,107,-7,0,1
220,ORL,ORL vs. MIN,11/9/16,48,0.494,0.353,0.095,9.5,0.255,0.592,0.299,0.073,7.3,0.27,MIN,1,2,107,123,-16,0,1
221,DAL,DAL @ GSW,11/9/16,48,0.43,0.326,0.076,7.6,0.277,0.696,0.297,0.16,16,0.147,GSW,0,1,95,116,-21,0,2
222,WAS,WAS vs. BOS,11/9/16,48,0.554,0.217,0.128,12.8,0.442,0.494,0.272,0.116,11.6,0.167,BOS,1,2,118,93,25,1,3
223,OKC,OKC vs. TOR,11/9/16,48,0.5,0.419,0.215,21.5,0.282,0.584,0.265,0.132,13.2,0.2,TOR,1,2,102,112,-10,0,3
224,BKN,BKN @ NYK,11/9/16,48,0.487,0.342,0.177,17.7,0.146,0.533,0.185,0.134,13.4,0.214,NYK,0,1,96,110,-14,0,3
225,CHA,CHA vs. UTA,11/9/16,48,0.512,0.354,0.091,9.1,0.122,0.512,0.22,0.149,14.9,0.238,UTA,1,2,104,98,6,1,2
226,NYK,NYK vs. BKN,11/9/16,48,0.533,0.185,0.134,13.4,0.214,0.487,0.342,0.177,17.7,0.146,BKN,1,3,110,96,14,1,1
227,PHX,PHX vs. DET,11/9/16,48,0.5,0.357,0.171,17.1,0.238,0.41,0.36,0.113,11.3,0.188,DET,1,1,107,100,7,1,2
228,PHI,PHI @ IND,11/9/16,53,0.558,0.2,0.154,15.4,0.217,0.594,0.222,0.148,14.8,0.175,IND,0,2,115,122,-7,0,2
229,CHI,CHI @ ATL,11/9/16,48,0.5,0.231,0.132,13.2,0.186,0.56,0.325,0.219,21.9,0.361,ATL,0,2,107,115,-8,0,1
230,BOS,BOS @ WAS,11/9/16,48,0.494,0.272,0.116,11.6,0.167,0.554,0.217,0.128,12.8,0.442,WAS,0,3,93,118,-25,0,2
231,UTA,UTA @ CHA,11/9/16,48,0.512,0.22,0.149,14.9,0.238,0.512,0.354,0.091,9.1,0.122,CHA,0,2,98,104,-6,0,2
232,MIA,MIA vs. CHI,11/10/16,48,0.483,0.17,0.139,13.9,0.28,0.449,0.225,0.123,12.3,0.273,CHI,1,3,95,98,-3,0,1
233,GSW,GSW @ DEN,11/10/16,48,0.624,0.235,0.15,15,0.25,0.473,0.181,0.184,18.4,0.327,DEN,0,1,125,101,24,1,2
234,CHI,CHI @ MIA,11/10/16,48,0.449,0.225,0.123,12.3,0.273,0.483,0.17,0.139,13.9,0.28,MIA,0,1,98,95,3,1,3
235,SAC,SAC vs. LAL,11/10/16,48,0.447,0.235,0.153,15.3,0.224,0.574,0.297,0.209,20.9,0.111,LAL,1,2,91,101,-10,0,2
236,NOP,NOP @ MIL,11/10/16,48,0.489,0.303,0.1,10,0.229,0.473,0.275,0.108,10.8,0.234,MIL,0,2,112,106,6,1,4
237,MIL,MIL vs. NOP,11/10/16,48,0.473,0.275,0.108,10.8,0.234,0.489,0.303,0.1,10,0.229,NOP,1,4,106,112,-6,0,2
238,LAL,LAL @ SAC,11/10/16,48,0.574,0.297,0.209,20.9,0.111,0.447,0.235,0.153,15.3,0.224,SAC,0,2,101,91,10,1,2
239,DEN,DEN vs. GSW,11/10/16,48,0.473,0.181,0.184,18.4,0.327,0.624,0.235,0.15,15,0.25,GSW,1,2,101,125,-24,0,1
240,CLE,CLE @ WAS,11/11/16,48,0.5,0.302,0.151,15.1,0.265,0.454,0.218,0.149,14.9,0.227,WAS,0,3,105,94,11,1,2
241,LAC,LAC @ OKC,11/11/16,48,0.517,0.407,0.1,10,0.234,0.523,0.216,0.163,16.3,0.209,OKC,0,2,110,108,2,1,2
242,TOR,TOR @ CHA,11/11/16,48,0.511,0.244,0.052,5.2,0.17,0.5,0.258,0.123,12.3,0.327,CHA,0,2,113,111,2,1,2
243,SAC,SAC @ POR,11/11/16,53,0.523,0.398,0.142,14.2,0.31,0.599,0.314,0.125,12.5,0.167,POR,0,1,120,122,-2,0,2
244,DET,DET @ SAS,11/11/16,48,0.454,0.276,0.146,14.6,0.205,0.5,0.235,0.092,9.2,0.233,SAS,0,2,86,96,-10,0,2
245,PHI,PHI vs. IND,11/11/16,53,0.483,0.36,0.188,18.8,0.265,0.472,0.261,0.121,12.1,0.089,IND,1,2,109,105,4,1,2
246,CHA,CHA vs. TOR,11/11/16,48,0.5,0.258,0.123,12.3,0.327,0.511,0.244,0.052,5.2,0.17,TOR,1,2,111,113,-2,0,2
247,BOS,BOS vs. NYK,11/11/16,48,0.45,0.478,0.151,15.1,0.345,0.383,0.181,0.237,23.7,0.382,NYK,1,2,115,87,28,1,2
248,UTA,UTA @ ORL,11/11/16,48,0.451,0.198,0.165,16.5,0.255,0.385,0.244,0.133,13.3,0.167,ORL,0,2,87,74,13,1,2
249,SAS,SAS vs. DET,11/11/16,48,0.5,0.235,0.092,9.2,0.233,0.454,0.276,0.146,14.6,0.205,DET,1,2,96,86,10,1,2
250,NYK,NYK @ BOS,11/11/16,48,0.383,0.181,0.237,23.7,0.382,0.45,0.478,0.151,15.1,0.345,BOS,0,2,87,115,-28,0,2
251,OKC,OKC vs. LAC,11/11/16,48,0.523,0.216,0.163,16.3,0.209,0.517,0.407,0.1,10,0.234,LAC,1,2,108,110,-2,0,2
252,IND,IND @ PHI,11/11/16,53,0.472,0.261,0.121,12.1,0.089,0.483,0.36,0.188,18.8,0.265,PHI,0,2,105,109,-4,0,2
253,WAS,WAS vs. CLE,11/11/16,48,0.454,0.218,0.149,14.9,0.227,0.5,0.302,0.151,15.1,0.265,CLE,1,2,94,105,-11,0,3
254,ORL,ORL vs. UTA,11/11/16,48,0.385,0.244,0.133,13.3,0.167,0.451,0.198,0.165,16.5,0.255,UTA,1,2,74,87,-13,0,2
255,POR,POR vs. SAC,11/11/16,53,0.599,0.314,0.125,12.5,0.167,0.523,0.398,0.142,14.2,0.31,SAC,1,2,122,120,2,1,1
256,MIA,MIA vs. UTA,11/12/16,48,0.5,0.235,0.095,9.5,0.093,0.531,0.235,0.097,9.7,0.146,UTA,1,2,91,102,-11,0,1
257,LAC,LAC @ MIN,11/12/16,48,0.599,0.487,0.144,14.4,0.273,0.494,0.236,0.135,13.5,0.313,MIN,0,1,119,105,14,1,3
258,WAS,WAS @ CHI,11/12/16,48,0.44,0.198,0.123,12.3,0.26,0.428,0.258,0.097,9.7,0.294,CHI,0,1,95,106,-11,0,2
259,MIN,MIN vs. LAC,11/12/16,48,0.494,0.236,0.135,13.5,0.313,0.599,0.487,0.144,14.4,0.273,LAC,1,3,105,119,-14,0,1
260,MIL,MIL vs. MEM,11/12/16,48,0.581,0.529,0.151,15.1,0.147,0.487,0.269,0.134,13.4,0.091,MEM,1,2,106,96,10,1,4
261,HOU,HOU vs. SAS,11/12/16,48,0.466,0.236,0.145,14.5,0.327,0.572,0.316,0.124,12.4,0.063,SAS,1,3,100,106,-6,0,1
262,DET,DET @ DEN,11/12/16,48,0.533,0.156,0.096,9.6,0.282,0.482,0.226,0.17,17,0.35,DEN,0,1,106,95,11,1,2
263,PHX,PHX vs. BKN,11/12/16,48,0.411,0.196,0.108,10.8,0.258,0.571,0.357,0.157,15.7,0.136,BKN,1,3,104,122,-18,0,3
264,UTA,UTA @ MIA,11/12/16,48,0.531,0.235,0.097,9.7,0.146,0.5,0.235,0.095,9.5,0.093,MIA,0,1,102,91,11,1,2
265,DEN,DEN vs. DET,11/12/16,48,0.482,0.226,0.17,17,0.35,0.533,0.156,0.096,9.6,0.282,DET,1,2,95,106,-11,0,1
266,LAL,LAL @ NOP,11/12/16,48,0.638,0.074,0.103,10.3,0.25,0.467,0.211,0.104,10.4,0.245,NOP,0,2,126,99,27,1,2
267,SAS,SAS @ HOU,11/12/16,48,0.572,0.316,0.124,12.4,0.063,0.466,0.236,0.145,14.5,0.327,HOU,0,1,106,100,6,1,3
268,BKN,BKN @ PHX,11/12/16,48,0.571,0.357,0.157,15.7,0.136,0.411,0.196,0.108,10.8,0.258,PHX,0,3,122,104,18,1,3
269,CHI,CHI vs. WAS,11/12/16,48,0.428,0.258,0.097,9.7,0.294,0.44,0.198,0.123,12.3,0.26,WAS,1,2,106,95,11,1,1
270,BOS,BOS @ IND,11/12/16,48,0.488,0.413,0.15,15,0.341,0.453,0.326,0.138,13.8,0.256,IND,0,1,105,99,6,1,1
271,TOR,TOR vs. NYK,11/12/16,48,0.512,0.458,0.11,11,0.256,0.49,0.165,0.155,15.5,0.34,NYK,1,1,118,107,11,1,1
272,ATL,ATL vs. PHI,11/12/16,48,0.574,0.147,0.157,15.7,0.341,0.5,0.241,0.188,18.8,0.213,PHI,1,3,117,96,21,1,1
273,NYK,NYK @ TOR,11/12/16,48,0.49,0.165,0.155,15.5,0.34,0.512,0.458,0.11,11,0.256,TOR,0,1,107,118,-11,0,1
274,PHI,PHI @ ATL,11/12/16,48,0.5,0.241,0.188,18.8,0.213,0.574,0.147,0.157,15.7,0.341,ATL,0,1,96,117,-21,0,3
275,MEM,MEM @ MIL,11/12/16,48,0.487,0.269,0.134,13.4,0.091,0.581,0.529,0.151,15.1,0.147,MIL,0,4,96,106,-10,0,2
276,IND,IND vs. BOS,11/12/16,48,0.453,0.326,0.138,13.8,0.256,0.488,0.413,0.15,15,0.341,BOS,1,1,99,105,-6,0,1
277,NOP,NOP vs. LAL,11/12/16,48,0.467,0.211,0.104,10.4,0.245,0.638,0.074,0.103,10.3,0.25,LAL,1,2,99,126,-27,0,2
278,CLE,CLE vs. CHA,11/13/16,48,0.5,0.163,0.094,9.4,0.255,0.437,0.126,0.052,5.2,0.196,CHA,1,2,100,93,7,1,2
279,POR,POR vs. DEN,11/13/16,48,0.434,0.323,0.075,7.5,0.246,0.456,0.319,0.17,17,0.348,DEN,1,2,112,105,7,1,1
280,DEN,DEN @ POR,11/13/16,48,0.456,0.319,0.17,17,0.348,0.434,0.323,0.075,7.5,0.246,POR,0,1,105,112,-7,0,2
281,OKC,OKC vs. ORL,11/13/16,48,0.549,0.283,0.107,10.7,0.286,0.599,0.233,0.103,10.3,0.211,ORL,1,2,117,119,-2,0,2
282,LAL,LAL @ MIN,11/13/16,48,0.521,0.423,0.177,17.7,0.125,0.606,0.525,0.101,10.1,0.209,MIN,0,1,99,125,-26,0,1
283,PHX,PHX @ GSW,11/13/16,48,0.556,0.289,0.122,12.2,0.186,0.609,0.356,0.147,14.7,0.211,GSW,0,1,120,133,-13,0,3
284,MIN,MIN vs. LAL,11/13/16,48,0.606,0.525,0.101,10.1,0.209,0.521,0.423,0.177,17.7,0.125,LAL,1,1,125,99,26,1,1
285,ORL,ORL @ OKC,11/13/16,48,0.599,0.233,0.103,10.3,0.211,0.549,0.283,0.107,10.7,0.286,OKC,0,2,119,117,2,1,2
286,CHA,CHA @ CLE,11/13/16,48,0.437,0.126,0.052,5.2,0.196,0.5,0.163,0.094,9.4,0.255,CLE,0,2,93,100,-7,0,2
287,GSW,GSW vs. PHX,11/13/16,48,0.609,0.356,0.147,14.7,0.211,0.556,0.289,0.122,12.2,0.186,PHX,1,3,133,120,13,1,1
288,PHI,PHI @ HOU,11/14/16,48,0.406,0.189,0.129,12.9,0.204,0.577,0.187,0.179,17.9,0.356,HOU,0,2,88,115,-27,0,2
289,DET,DET vs. OKC,11/14/16,48,0.495,0.174,0.095,9.5,0.095,0.403,0.25,0.15,15,0.232,OKC,1,2,104,88,16,1,1
290,BKN,BKN @ LAC,11/14/16,48,0.506,0.286,0.221,22.1,0.209,0.611,0.233,0.117,11.7,0.243,LAC,0,2,95,127,-32,0,2
291,MEM,MEM @ UTA,11/14/16,48,0.526,0.342,0.179,17.9,0.378,0.534,0.301,0.105,10.5,0.167,UTA,0,2,102,96,6,1,2
292,ORL,ORL @ IND,11/14/16,48,0.351,0.155,0.165,16.5,0.176,0.433,0.111,0.093,9.3,0.14,IND,0,1,69,88,-19,0,2
293,BOS,BOS @ NOP,11/14/16,48,0.463,0.211,0.115,11.5,0.224,0.481,0.456,0.164,16.4,0.195,NOP,0,2,105,106,-1,0,2
294,OKC,OKC @ DET,11/14/16,48,0.403,0.25,0.15,15,0.232,0.495,0.174,0.095,9.5,0.095,DET,0,1,88,104,-16,0,2
295,NYK,NYK vs. DAL,11/14/16,48,0.494,0.231,0.191,19.1,0.326,0.411,0.131,0.143,14.3,0.229,DAL,1,2,93,77,16,1,5
296,UTA,UTA vs. MEM,11/14/16,48,0.534,0.301,0.105,10.5,0.167,0.526,0.342,0.179,17.9,0.378,MEM,1,2,96,102,-6,0,2
297,SAS,SAS vs. MIA,11/14/16,48,0.451,0.329,0.175,17.5,0.311,0.464,0.25,0.135,13.5,0.208,MIA,1,2,94,90,4,1,2
298,HOU,HOU vs. PHI,11/14/16,48,0.577,0.187,0.179,17.9,0.356,0.406,0.189,0.129,12.9,0.204,PHI,1,2,115,88,27,1,2
299,NOP,NOP vs. BOS,11/14/16,48,0.481,0.456,0.164,16.4,0.195,0.463,0.211,0.115,11.5,0.224,BOS,1,2,106,105,1,1,2
300,MIA,MIA @ SAS,11/14/16,48,0.464,0.25,0.135,13.5,0.208,0.451,0.329,0.175,17.5,0.311,SAS,0,2,90,94,-4,0,2
301,IND,IND vs. ORL,11/14/16,48,0.433,0.111,0.093,9.3,0.14,0.351,0.155,0.165,16.5,0.176,ORL,1,2,88,69,19,1,1
302,DAL,DAL @ NYK,11/14/16,48,0.411,0.131,0.143,14.3,0.229,0.494,0.231,0.191,19.1,0.326,NYK,0,5,77,93,-16,0,2
303,LAC,LAC vs. BKN,11/14/16,48,0.611,0.233,0.117,11.7,0.243,0.506,0.286,0.221,22.1,0.209,BKN,1,2,127,95,32,1,2
304,MIA,MIA vs. ATL,11/15/16,48,0.444,0.157,0.227,22.7,0.37,0.5,0.238,0.203,20.3,0.162,ATL,1,1,90,93,-3,0,3
305,ATL,ATL @ MIA,11/15/16,48,0.5,0.238,0.203,20.3,0.162,0.444,0.157,0.227,22.7,0.37,MIA,0,3,93,90,3,1,1
306,LAL,LAL vs. BKN,11/15/16,48,0.495,0.467,0.11,11,0.269,0.515,0.202,0.124,12.4,0.18,BKN,1,2,125,118,7,1,1
307,CLE,CLE vs. TOR,11/15/16,48,0.608,0.337,0.166,16.6,0.263,0.547,0.188,0.08,8,0.25,TOR,1,2,121,117,4,1,3
308,POR,POR vs. CHI,11/15/16,48,0.405,0.189,0.111,11.1,0.238,0.454,0.286,0.099,9.9,0.358,CHI,1,2,88,113,-25,0,3
309,CHA,CHA @ MIN,11/15/16,48,0.606,0.275,0.132,13.2,0.121,0.511,0.236,0.176,17.6,0.298,MIN,0,2,115,108,7,1,2
310,MIN,MIN vs. CHA,11/15/16,48,0.511,0.236,0.176,17.6,0.298,0.606,0.275,0.132,13.2,0.121,CHA,1,2,108,115,-7,0,2
311,CHI,CHI @ POR,11/15/16,48,0.454,0.286,0.099,9.9,0.358,0.405,0.189,0.111,11.1,0.238,POR,0,3,113,88,25,1,2
312,BKN,BKN @ LAL,11/15/16,48,0.515,0.202,0.124,12.4,0.18,0.495,0.467,0.11,11,0.269,LAL,0,1,118,125,-7,0,2
313,TOR,TOR @ CLE,11/15/16,48,0.547,0.188,0.08,8,0.25,0.608,0.337,0.166,16.6,0.263,CLE,0,3,117,121,-4,0,2
314,LAC,LAC vs. MEM,11/16/16,48,0.512,0.42,0.083,8.3,0.19,0.579,0.232,0.173,17.3,0.25,MEM,1,2,107,111,-4,0,2
315,NOP,NOP @ ORL,11/16/16,48,0.409,0.232,0.181,18.1,0.196,0.443,0.216,0.126,12.6,0.25,ORL,0,2,82,89,-7,0,2
316,MIL,MIL @ ATL,11/16/16,48,0.439,0.184,0.142,14.2,0.294,0.556,0.431,0.162,16.2,0.086,ATL,0,4,100,107,-7,0,1
317,ATL,ATL vs. MIL,11/16/16,48,0.556,0.431,0.162,16.2,0.086,0.439,0.184,0.142,14.2,0.294,MIL,1,1,107,100,7,1,4
318,ORL,ORL vs. NOP,11/16/16,48,0.443,0.216,0.126,12.6,0.25,0.409,0.232,0.181,18.1,0.196,NOP,1,2,89,82,7,1,2
319,WAS,WAS @ PHI,11/16/16,48,0.462,0.275,0.108,10.8,0.234,0.61,0.286,0.172,17.2,0.147,PHI,0,4,102,109,-7,0,2
320,DAL,DAL @ BOS,11/16/16,48,0.458,0.12,0.098,9.8,0.111,0.48,0.303,0.206,20.6,0.325,BOS,0,2,83,90,-7,0,2
321,CLE,CLE @ IND,11/16/16,48,0.471,0.233,0.177,17.7,0.239,0.558,0.128,0.104,10.4,0.111,IND,0,1,93,103,-10,0,2
322,SAS,SAS @ SAC,11/16/16,48,0.551,0.193,0.113,11.3,0.2,0.533,0.408,0.176,17.6,0.263,SAC,0,2,110,105,5,1,5
323,SAC,SAC vs. SAS,11/16/16,48,0.533,0.408,0.176,17.6,0.263,0.551,0.193,0.113,11.3,0.2,SAS,1,5,105,110,-5,0,2
324,HOU,HOU @ OKC,11/16/16,48,0.511,0.152,0.157,15.7,0.235,0.548,0.167,0.158,15.8,0.125,OKC,0,2,103,105,-2,0,2
325,MEM,MEM @ LAC,11/16/16,48,0.579,0.232,0.173,17.3,0.25,0.512,0.42,0.083,8.3,0.19,LAC,0,2,111,107,4,1,2
326,IND,IND vs. CLE,11/16/16,48,0.558,0.128,0.104,10.4,0.111,0.471,0.233,0.177,17.7,0.239,CLE,1,2,103,93,10,1,1
327,BOS,BOS vs. DAL,11/16/16,48,0.48,0.303,0.206,20.6,0.325,0.458,0.12,0.098,9.8,0.111,DAL,1,2,90,83,7,1,2
328,NYK,NYK vs. DET,11/16/16,48,0.5,0.204,0.099,9.9,0.373,0.541,0.141,0.118,11.8,0.195,DET,1,2,105,102,3,1,2
329,PHI,PHI vs. WAS,11/16/16,48,0.61,0.286,0.172,17.2,0.147,0.462,0.275,0.108,10.8,0.234,WAS,1,2,109,102,7,1,4
330,GSW,GSW @ TOR,11/16/16,48,0.58,0.322,0.115,11.5,0.175,0.512,0.5,0.147,14.7,0.317,TOR,0,3,127,121,6,1,1
